number,state,created_at,merged_at,closed_at,title
12239,closed,2018-10-21 20:26:47+00:00,2019-01-04 15:02:42+00:00,2019-01-04 15:02:42+00:00,BUG: polyval returned non-masked arrays for masked input.
12238,closed,2018-10-21 20:18:33+00:00,2018-10-21 20:41:27+00:00,2018-10-21 20:41:27+00:00,TST: Backport azure-pipeline testing fixes for Mac
12237,closed,2018-10-21 18:06:49+00:00,2018-10-21 19:06:57+00:00,2018-10-21 19:06:57+00:00,BUG: Fix MaskedArray fill_value type conversion.
12236,closed,2018-10-21 17:48:23+00:00,2018-10-29 19:49:48+00:00,2018-10-29 19:49:48+00:00,"BUG: maximum, minimum no longer emit warnings on NAN"
12235,closed,2018-10-21 15:27:04+00:00,,2018-11-11 02:42:11+00:00,MAINT: update API_VERSION to numpy version mapping
12234,closed,2018-10-21 12:19:34+00:00,2019-01-14 17:43:40+00:00,2019-01-14 17:43:40+00:00,MAINT: refactor PyArray_AdaptFlexibleDType to return a meaningful value
12232,closed,2018-10-21 02:32:59+00:00,,2019-06-01 20:15:23+00:00,DOC: delete incorrect comment about random.random_integers
12229,closed,2018-10-20 14:19:25+00:00,2018-10-20 20:11:44+00:00,2018-10-20 20:11:44+00:00,MAINT: Fix typo in comment
12228,closed,2018-10-20 13:18:27+00:00,,2018-10-20 15:31:43+00:00,BUG: handle the case where both keepdims and out are specified when calculating median in numpy.lib.function_base.py
12226,closed,2018-10-20 05:15:30+00:00,,2018-10-25 15:31:51+00:00,WIP: use the decorator library for array_function_dispatch
12224,closed,2018-10-20 00:30:09+00:00,2018-10-21 17:38:20+00:00,2018-10-21 17:38:20+00:00,BUG: Fix MaskedArray fill_value type conversion.
12222,closed,2018-10-19 19:10:38+00:00,2018-10-21 05:59:24+00:00,2018-10-21 05:59:24+00:00,TST: unit tests for column_stack.
12219,closed,2018-10-19 12:49:06+00:00,2018-12-04 16:27:43+00:00,2018-12-04 16:27:44+00:00,ENH: make matmul into a ufunc
12217,closed,2018-10-18 22:37:38+00:00,2018-10-19 01:03:04+00:00,2018-10-19 01:03:04+00:00,TST: test histogram bins dims
12216,closed,2018-10-18 20:51:55+00:00,2018-10-19 01:04:32+00:00,2018-10-19 01:04:32+00:00,TST: test invalid histogram range
12215,closed,2018-10-18 20:35:45+00:00,2018-11-01 23:07:08+00:00,2018-11-01 23:07:08+00:00,TST: test dims match on lstsq()
12214,closed,2018-10-18 20:05:27+00:00,2018-10-26 17:18:41+00:00,2018-10-26 17:18:42+00:00,TST: add test for tensorinv()
12212,closed,2018-10-18 18:04:07+00:00,2018-10-27 16:19:16+00:00,2018-10-27 16:19:16+00:00,MAINT: `ndarray.__repr__` should not rely on `__array_function__`
12211,closed,2018-10-18 11:04:58+00:00,2018-10-19 15:38:44+00:00,2018-10-19 15:38:44+00:00,DOC: Clarify the examples for argmax and argmin
12209,closed,2018-10-18 10:20:58+00:00,2018-10-19 22:34:58+00:00,2018-10-19 22:34:58+00:00,Delay import of distutils.msvccompiler to avoid warning on non-Windows.
12205,closed,2018-10-18 05:10:56+00:00,2019-09-11 16:29:53+00:00,2019-09-11 16:29:53+00:00,MAINT: avoid relying on `np.generic.__name__` in `np.dtype.name`
12201,closed,2018-10-18 00:04:31+00:00,2019-01-11 15:10:10+00:00,2019-01-11 15:10:10+00:00,TST: coverage for _commonType()
12199,closed,2018-10-17 16:47:35+00:00,2018-10-17 17:33:44+00:00,2018-10-17 17:33:44+00:00,TST: add Azure CI triggers
12192,closed,2018-10-16 22:25:50+00:00,2018-10-21 21:11:06+00:00,2018-10-21 21:11:06+00:00,DOC: Prepare for NumPy 1.15.3 release.
12191,closed,2018-10-16 20:43:11+00:00,2018-10-17 00:13:59+00:00,2018-10-17 00:13:59+00:00,BUG: OBJECT_to_* should check for errors
12190,closed,2018-10-16 20:39:14+00:00,2018-10-17 00:35:31+00:00,2018-10-17 00:35:31+00:00,BUG: limit default for get_num_build_jobs() to 8
12189,closed,2018-10-16 20:37:06+00:00,2018-10-17 00:14:37+00:00,2018-10-17 00:14:37+00:00,BUG: Fix in-place permutation
12188,closed,2018-10-16 20:29:00+00:00,2018-10-17 00:17:03+00:00,2018-10-17 00:17:03+00:00,BUG: Allow boolean subtract in histogram
12187,closed,2018-10-16 20:24:24+00:00,2018-10-17 00:16:37+00:00,2018-10-17 00:16:37+00:00,BUG: Fix memory leak in mapping.c
12185,closed,2018-10-16 18:33:04+00:00,2018-10-17 16:51:23+00:00,2018-10-17 16:51:23+00:00,TST: test multi_dot with 2 arrays
12181,closed,2018-10-16 10:42:24+00:00,2018-10-16 16:10:42+00:00,2018-10-16 16:10:42+00:00,MAINT: fix depreciation message typo for np.sum
12180,closed,2018-10-16 08:08:08+00:00,2018-10-17 17:44:08+00:00,2018-10-17 17:44:08+00:00,"NEP: change toc titles, cross reference, mark 16 superseded"
12179,closed,2018-10-16 05:43:58+00:00,2018-10-17 20:47:27+00:00,2018-10-17 20:47:27+00:00,"MAINT: Move `_kind_to_stem` to `np.core._dtype`, so that it can be used as part of `dtype.__repr__`"
12178,closed,2018-10-16 03:12:08+00:00,,2019-06-05 07:20:26+00:00,BUG: Prevent segfaults if python runs out of memory concatenating strings in ufunc error messages
12177,closed,2018-10-15 21:38:33+00:00,2018-10-17 03:40:08+00:00,2018-10-17 03:40:08+00:00,MAINT: remove unused `_assertSquareness()`
12176,closed,2018-10-14 23:05:36+00:00,2018-10-15 04:33:36+00:00,2018-10-15 04:33:36+00:00,TST: add test for weighted histogram mismatch
12175,closed,2018-10-14 22:36:48+00:00,2018-10-19 16:19:03+00:00,2018-10-19 16:19:03+00:00,ENH: `__array_function__` for multiarray functions
12174,closed,2018-10-14 21:12:22+00:00,2018-10-15 05:19:52+00:00,2018-10-15 05:19:52+00:00,"NEP 16 abstract arrays: rebased and marked as ""Withdrawn"""
12173,closed,2018-10-14 20:46:25+00:00,2018-10-16 03:17:12+00:00,2018-10-16 03:17:13+00:00,NEP: add notes about updates to NEP-18
12171,closed,2018-10-14 20:34:06+00:00,,2018-10-15 00:14:02+00:00,TST: Add a failer test for NPY_RELAXED_STRIDES_DEBUG=1
12170,closed,2018-10-14 17:39:02+00:00,,2018-10-14 23:02:39+00:00,WIP: Azure testing
12169,closed,2018-10-14 17:34:29+00:00,,2018-10-14 17:35:51+00:00,WIP: testing azure with new PR.
12168,closed,2018-10-14 17:32:30+00:00,,2018-10-14 17:33:18+00:00,WIP: testing azure with new PR.
12167,closed,2018-10-14 17:30:26+00:00,,2018-10-14 17:30:51+00:00,WIP: testing azure with new PR.
12166,closed,2018-10-14 11:13:16+00:00,2018-10-16 02:36:54+00:00,2018-10-16 02:36:54+00:00,NEP: Add zero-rank arrays historical info NEP
12165,closed,2018-10-13 20:09:31+00:00,2018-10-15 06:06:59+00:00,2018-10-15 06:06:59+00:00,"Mark NEP 22 as accepted, and add ""Informational"" NEPs to NEP 1"
12163,closed,2018-10-13 04:27:28+00:00,2018-10-26 00:52:26+00:00,2018-10-26 00:52:26+00:00,ENH: `__array_function__` for `np.einsum` and `np.block`
12160,closed,2018-10-12 21:15:29+00:00,,2018-10-14 17:29:36+00:00,WIP: testing azure with new PR.
12159,closed,2018-10-12 17:24:48+00:00,2018-10-17 20:46:31+00:00,2018-10-17 20:46:31+00:00,MAINT: remove unused nd_grid `__len__`.
12157,closed,2018-10-12 14:14:26+00:00,2018-10-31 20:31:06+00:00,2018-10-31 20:31:06+00:00,ENH: Add support for third-party path-like objects by backporting os.fspath
12155,closed,2018-10-12 05:18:09+00:00,2018-10-16 03:03:57+00:00,2018-10-16 03:03:57+00:00,MAINT: Define Py_SETREF for pre-3.5.2 python and use in code
12154,closed,2018-10-12 01:17:52+00:00,2018-10-19 15:38:05+00:00,2018-10-19 15:38:05+00:00,ENH: `__array_function__` for `np.core.defchararray`
12153,closed,2018-10-12 00:44:25+00:00,2018-10-17 20:49:19+00:00,2018-10-17 20:49:19+00:00,"DOC, TST: cover setdiff1d assume_unique"
12152,closed,2018-10-11 20:20:35+00:00,2019-02-24 19:49:06+00:00,2019-02-24 19:49:06+00:00,TST: Added tests for np.tensordot()
12151,closed,2018-10-11 18:49:46+00:00,2018-10-16 03:02:14+00:00,2018-10-16 03:02:14+00:00,TST: byte_bounds contiguity handling
12150,closed,2018-10-11 16:23:33+00:00,2024-05-04 00:37:45+00:00,2024-05-04 00:37:45+00:00,"ENH: When histogramming data with integer dtype, force bin width >= 1."
12148,closed,2018-10-11 15:55:45+00:00,2018-10-13 21:46:24+00:00,2018-10-13 21:46:24+00:00,DOC: document NEP-18 overrides in release notes
12147,closed,2018-10-11 14:02:39+00:00,2018-10-11 18:23:24+00:00,2018-10-11 18:23:24+00:00,MAINT: Move duplicated type_reso_error code into a helper function
12146,closed,2018-10-11 13:56:29+00:00,2018-10-11 16:21:50+00:00,2018-10-11 16:21:50+00:00,MAINT: Fix typo in comment
12145,closed,2018-10-11 13:15:18+00:00,2018-10-15 16:47:25+00:00,2018-10-15 16:47:25+00:00,MAINT: Update ndarrayobject.h `__cplusplus` block.
12141,closed,2018-10-11 01:16:09+00:00,2018-10-11 04:55:19+00:00,2018-10-11 04:55:19+00:00,DOC: minor tweak to CoC (update NumFOCUS contact address).
12140,closed,2018-10-11 00:36:55+00:00,2018-10-11 21:49:02+00:00,2018-10-11 21:49:02+00:00,DOC: fixups for NEP-18 based on the implementation
12138,closed,2018-10-10 22:01:21+00:00,2018-10-11 13:22:04+00:00,2018-10-11 13:22:04+00:00,TST: error tests for diag_indices_from()
12137,closed,2018-10-10 21:43:43+00:00,2018-10-11 13:24:52+00:00,2018-10-11 13:24:52+00:00,TST: error tests for fill_diagonal()
12135,closed,2018-10-10 19:38:31+00:00,,2018-10-19 08:48:48+00:00,WIP: BLD: prepend numpy include dirs
12134,closed,2018-10-10 19:03:40+00:00,2018-10-11 05:29:17+00:00,2018-10-11 05:29:17+00:00,DOC: Remove duplicated sentence in numpy.multiply
12133,closed,2018-10-10 13:42:13+00:00,2018-10-10 17:35:29+00:00,2018-10-10 17:35:29+00:00,"MAINT, TST refactor pickle imports and tests "
12131,closed,2018-10-10 06:14:34+00:00,2018-10-10 11:46:31+00:00,2018-10-10 11:46:31+00:00,BUG: fix PyDataType_ISBOOL
12129,closed,2018-10-10 01:33:03+00:00,2019-10-15 20:31:48+00:00,2019-10-15 20:31:48+00:00,DOC: Improve axes shift description and example in np.tensordot
12128,closed,2018-10-10 00:15:22+00:00,,2018-10-10 11:44:59+00:00,WIP: Improve the speed of searchsorted.
12127,closed,2018-10-09 23:42:54+00:00,2018-10-10 11:46:57+00:00,2018-10-10 11:46:58+00:00,BUG: Fix memory leak in mapping.c
12125,closed,2018-10-09 17:52:39+00:00,2018-10-09 18:53:34+00:00,2018-10-09 18:53:34+00:00,TST: expand cases in test_issctype()
12124,closed,2018-10-09 17:39:38+00:00,2018-10-17 16:24:24+00:00,2018-10-17 16:24:24+00:00,BUG: refactor float error status to support Alpine linux
12123,closed,2018-10-09 12:20:28+00:00,2018-10-10 16:32:07+00:00,2018-10-10 16:32:08+00:00,DEP: deprecate asscalar
12121,closed,2018-10-09 07:45:59+00:00,2018-10-19 07:28:05+00:00,2018-10-19 07:28:05+00:00,MAINT: Clarify the error message for resize failure
12120,closed,2018-10-09 03:35:30+00:00,2018-10-30 23:13:00+00:00,2018-10-30 23:13:00+00:00,ENH: add timedelta modulus operator support (mm)
12119,closed,2018-10-08 19:56:20+00:00,2018-10-23 00:40:09+00:00,2018-10-23 00:40:09+00:00,"ENH: `__array_function__` support for `np.lib`, part 2/2"
12117,closed,2018-10-08 19:35:38+00:00,2018-10-13 00:13:01+00:00,2018-10-13 00:13:01+00:00,ENH: `__array_function__` support for `np.fft` and `np.linalg`
12116,closed,2018-10-08 19:35:32+00:00,2018-10-11 19:03:45+00:00,2018-10-11 19:03:45+00:00,"ENH: `__array_function__` support for `np.lib`, part 1/2"
12115,closed,2018-10-08 19:35:26+00:00,2018-10-11 19:01:06+00:00,2018-10-11 19:01:06+00:00,ENH: `__array_function__` support for most of `numpy.core`
12114,closed,2018-10-08 16:41:42+00:00,,2021-03-04 02:05:36+00:00,ENH:  Add new tensordotmat function to numeric.py.
12112,closed,2018-10-08 13:52:28+00:00,2018-10-09 21:07:24+00:00,2018-10-09 21:07:24+00:00,ENH: check getfield arguments to prevent invalid memory access
12109,closed,2018-10-08 02:24:19+00:00,2018-10-08 21:02:52+00:00,2018-10-08 21:02:52+00:00,TST: add unit test for issctype
12108,closed,2018-10-08 01:39:30+00:00,2018-10-10 19:59:52+00:00,2018-10-10 19:59:52+00:00,BUG: Allow boolean subtract in histogram
12106,closed,2018-10-08 01:06:22+00:00,2018-10-08 02:09:00+00:00,2018-10-08 02:09:00+00:00,"TST, MAINT: Skip some f2py tests on Mac."
12104,closed,2018-10-07 00:13:08+00:00,,2020-12-16 14:59:34+00:00,"WIP, MAINT: Make f2py tests threadsafe."
12103,closed,2018-10-06 22:00:24+00:00,2018-10-07 00:29:59+00:00,2018-10-07 00:29:59+00:00,MAINT: Add azure-pipeline status badge to README.md
12102,closed,2018-10-06 21:05:27+00:00,2018-10-06 22:24:19+00:00,2018-10-06 22:24:19+00:00,TST: improve coverage of nd_grid
12099,closed,2018-10-06 05:42:16+00:00,2018-10-08 19:07:29+00:00,2018-10-08 19:07:29+00:00,ENH: Validate dispatcher functions in array_function_dispatch
12097,closed,2018-10-05 23:04:11+00:00,,2019-03-18 17:03:18+00:00,"WIP, DOC: add doc version selector"
12094,closed,2018-10-05 16:26:26+00:00,,2024-09-05 23:01:53+00:00,"ENH: ndrange, like range, but multidimensional"
12093,closed,2018-10-05 15:28:28+00:00,2018-10-07 05:45:01+00:00,2018-10-07 05:45:01+00:00,Provide information about what kind is actually not integer kind
12091,closed,2018-10-05 12:57:20+00:00,2018-10-08 15:53:30+00:00,2018-10-08 15:53:30+00:00,TST: Install pickle5 for CI testing with python 3.6/7
12090,closed,2018-10-05 12:27:10+00:00,2018-10-08 16:33:05+00:00,2018-10-08 16:33:05+00:00,"TST, MAINT: Update pickling tests by making them loop over all protocols"
12089,closed,2018-10-05 11:25:56+00:00,2018-10-10 00:22:02+00:00,2018-10-10 00:22:02+00:00,BUG: Fix in-place permutation
12088,closed,2018-10-05 10:10:17+00:00,2018-10-09 02:34:13+00:00,2018-10-09 02:34:13+00:00,BUG: limit default for get_num_build_jobs() to 8
12085,closed,2018-10-05 01:31:23+00:00,2018-10-05 02:24:02+00:00,2018-10-05 02:24:02+00:00,"TST, MAINT: Fix some failing tests on azure-pipelines mac and windows."
12084,closed,2018-10-05 00:28:05+00:00,2018-10-05 01:13:36+00:00,2018-10-05 01:13:36+00:00,BUG: test_path() now uses Path.resolve()
12083,closed,2018-10-04 22:01:13+00:00,2018-10-04 23:26:15+00:00,2018-10-04 23:26:15+00:00,TST: Add azure CI testing to 1.15.x branch.
12082,closed,2018-10-04 21:28:44+00:00,2018-10-04 21:52:48+00:00,2018-10-04 21:52:48+00:00,TST: Add Python 3.5 to Azure windows CI.
12081,closed,2018-10-04 19:23:41+00:00,2018-10-04 20:35:11+00:00,2018-10-04 20:35:11+00:00,TST: add Windows test matrix to Azure CI
12080,closed,2018-10-04 17:10:25+00:00,2018-10-04 18:41:57+00:00,2018-10-04 18:41:57+00:00,MAINT: Blacklist some MSVC complex functions.
12079,closed,2018-10-04 15:55:29+00:00,2018-10-04 16:56:29+00:00,2018-10-04 16:56:29+00:00,MAINT: Blacklist some MSVC complex functions.
12074,closed,2018-10-03 14:28:50+00:00,,2018-10-10 05:23:09+00:00,"ENH: add hex version, move code to common"
12073,closed,2018-10-02 22:40:50+00:00,2018-11-01 23:11:34+00:00,2018-11-01 23:11:34+00:00,MAINT Avoid some memory copies in numpy.polynomial.hermite
12072,closed,2018-10-02 19:27:42+00:00,2018-10-02 20:15:43+00:00,2018-10-02 20:15:43+00:00,BUG: test_path() now uses Path.resolve()
12068,closed,2018-10-01 21:17:25+00:00,,2018-10-04 20:48:28+00:00,TST: skip test_callstatement() on MacOS
12067,closed,2018-10-01 20:43:20+00:00,,2022-06-15 00:29:25+00:00,ENH: `average` to allow better use w/ custom objects
12065,closed,2018-10-01 16:19:24+00:00,2022-06-23 14:15:27+00:00,2022-06-23 14:15:27+00:00,API: Optimize np.isin and np.in1d for integer arrays and add `kind=`
12064,closed,2018-09-30 23:54:39+00:00,2018-11-01 13:23:48+00:00,2018-11-01 13:23:48+00:00,MAINT: delay initialization of getlimits (circular imports)
12062,closed,2018-09-30 23:36:01+00:00,2018-10-01 01:47:45+00:00,2018-10-01 01:47:45+00:00,BUG: `OBJECT_to_*` should check for errors
12061,closed,2018-09-30 18:40:00+00:00,2018-09-30 21:10:59+00:00,2018-09-30 21:10:59+00:00,MAINT: remove redundant imports
12060,closed,2018-09-30 17:24:18+00:00,2018-09-30 19:03:33+00:00,2018-09-30 19:03:33+00:00,MAINT: remove unused stdlib imports
12058,closed,2018-09-30 17:04:05+00:00,2018-09-30 18:24:19+00:00,2018-09-30 18:24:19+00:00,MAINT: remove redundant assignment
12057,closed,2018-09-29 20:33:40+00:00,2018-09-29 23:09:28+00:00,2018-09-29 23:09:28+00:00,MAINT: remove unused imports
12056,closed,2018-09-29 19:58:56+00:00,2018-09-30 12:44:36+00:00,2018-09-30 12:44:36+00:00,MAINT: The crackfortran function is called with an extra argument
12054,closed,2018-09-29 19:27:38+00:00,2018-09-30 16:45:22+00:00,2018-09-30 16:45:22+00:00,MAINT: avoid modifying mutable default values
12051,closed,2018-09-28 23:17:22+00:00,2018-09-29 14:33:05+00:00,2018-09-29 14:33:05+00:00,TST: add macos azure testing to CI
12048,closed,2018-09-28 06:49:54+00:00,2018-09-28 14:41:21+00:00,2018-09-28 14:41:21+00:00,BLD: pin sphinx to 1.7.9
12047,closed,2018-09-27 21:44:20+00:00,,2019-07-16 20:54:09+00:00,"ENH:  Adding to API of isin, setxor1d  -  Adding of functions with 1D-units: intersect, setxor, union, setdiff -  Proposal for isin Performance."
12045,closed,2018-09-27 14:10:32+00:00,2018-09-30 14:05:08+00:00,2018-09-30 14:05:08+00:00,BUG: fix memory leak of buffer format string
12042,closed,2018-09-27 01:03:50+00:00,2018-09-30 13:09:27+00:00,2018-09-30 13:09:27+00:00,MAINT: cleanup and better document core/overrides.py
12041,closed,2018-09-26 20:05:56+00:00,2018-09-27 06:02:38+00:00,2018-09-27 06:02:38+00:00,MAINT: remove duplicate imports
12040,closed,2018-09-26 19:05:38+00:00,,2019-09-08 17:09:33+00:00,DOC: Note MSVC compiler versions needed on Windows for runtests.py
12035,closed,2018-09-25 19:24:34+00:00,2018-09-30 13:16:48+00:00,2018-09-30 13:16:48+00:00,BUG: Fix memory leak in PY3K buffer code.
12034,closed,2018-09-25 17:18:16+00:00,2018-09-25 23:46:41+00:00,2018-09-25 23:46:41+00:00,MAINT: Add version deprecated to some deprecation messages.
12033,closed,2018-09-25 16:46:57+00:00,2018-09-25 21:15:37+00:00,2018-09-25 21:15:37+00:00,TST: Mark check for f2py script xfail.
12032,closed,2018-09-25 14:19:42+00:00,2018-09-27 06:01:31+00:00,2018-09-27 06:01:31+00:00,BUG: check return value from PyArray_PromoteTypes
12030,closed,2018-09-25 03:58:06+00:00,2018-09-25 07:02:46+00:00,2018-09-25 07:02:46+00:00,"DOC: use ""import numpy as np"" style"
12027,closed,2018-09-24 14:11:07+00:00,2018-09-24 16:40:12+00:00,2018-09-24 16:40:12+00:00,DOC: Add docstrings for abstract types in scalar type hierarchy
12025,closed,2018-09-24 08:41:43+00:00,2019-05-21 06:43:44+00:00,2019-05-21 06:43:44+00:00,DOC: add detail for 'where' argument in ufunc
12024,closed,2018-09-24 07:00:34+00:00,2018-09-24 15:53:52+00:00,2018-09-24 15:53:52+00:00,MAINT: Normalize axes the normal way in fftpack.py
12021,closed,2018-09-23 13:11:03+00:00,2018-09-23 13:41:10+00:00,2018-09-23 13:41:10+00:00,DOC: Post NumPy 1.15.2 release updates.[ci skip]
12020,closed,2018-09-23 05:34:43+00:00,2018-09-23 06:20:37+00:00,2018-09-23 06:20:37+00:00,TST: Add tests for np.sctype2char
12019,closed,2018-09-23 03:43:48+00:00,2018-09-23 04:44:29+00:00,2018-09-23 04:44:29+00:00,DOC: MAINT: address comments @eric-wieser on NEP 24-26 PR.  
12018,closed,2018-09-22 18:03:56+00:00,2018-09-23 08:06:38+00:00,2018-09-23 08:06:38+00:00,MAINT: Simplify parts of `_type_aliases`
12017,closed,2018-09-22 10:33:42+00:00,2018-09-22 15:37:39+00:00,2018-09-22 15:37:39+00:00,NEP: add 3 missing data NEPs rescued from 2011-2012
12015,closed,2018-09-22 00:22:19+00:00,2018-09-24 07:34:39+00:00,2018-09-24 07:34:39+00:00,TST: improve warnings parallel test safety
12014,closed,2018-09-21 21:04:14+00:00,2018-09-22 02:07:25+00:00,2018-09-22 02:07:25+00:00,TST: prefer pytest.skip() over SkipTest
12012,closed,2018-09-21 16:37:19+00:00,2018-09-22 16:03:42+00:00,2018-09-22 16:03:42+00:00,MAINT: Extract the crazy number of type aliases to their own file
12011,closed,2018-09-21 15:26:38+00:00,2018-10-10 20:32:54+00:00,2018-10-10 20:32:54+00:00,ENH: implementation of array_reduce_ex
12009,closed,2018-09-21 06:40:14+00:00,2018-09-21 09:40:35+00:00,2018-09-21 09:40:35+00:00, MAINT: Eliminate the private `numerictypes._typestr`
12008,closed,2018-09-21 06:33:36+00:00,2018-09-21 09:41:12+00:00,2018-09-21 09:41:12+00:00,MAINT: Reassociate `np.cast` with the comment describing it
12007,closed,2018-09-21 06:24:06+00:00,,2018-09-21 09:40:35+00:00,MAINT: Add a RuntimeError to prove _typestr` is unused
12005,closed,2018-09-21 02:11:31+00:00,2018-09-24 22:40:40+00:00,2018-09-24 22:40:40+00:00,ENH: initial implementation of core `__array_function__` machinery
12004,closed,2018-09-21 01:22:27+00:00,2018-09-22 01:04:23+00:00,2018-09-22 01:04:23+00:00,BUG: Fix f2py compile function testing.
12002,closed,2018-09-20 18:42:42+00:00,2018-09-20 21:02:13+00:00,2018-09-20 21:02:13+00:00,"Revert ""NEP: Revert ""NEP: Mark NEP 18 as accepted"""""
12001,closed,2018-09-20 17:22:25+00:00,,2018-10-01 18:35:56+00:00,BENCH: Add a relatable 2D benchmark for block
12000,closed,2018-09-20 17:09:07+00:00,2018-09-20 18:14:49+00:00,2018-09-20 18:14:49+00:00,"DOC, REL: Prepare for NumPy 1.15.2 release.[ci skip]"
11997,closed,2018-09-20 07:08:56+00:00,2018-09-20 16:03:09+00:00,2018-09-20 16:03:09+00:00,MAINT: Extract string helpers to a new private file
11996,closed,2018-09-20 06:17:03+00:00,2018-09-20 15:31:09+00:00,2018-09-20 15:31:09+00:00,TST: Parametrize and break apart dtype tests
11995,closed,2018-09-20 04:41:16+00:00,2018-09-20 15:50:49+00:00,2018-09-20 15:50:49+00:00,TST: Add Python 3.7 testing to NumPy 1.14.
11994,closed,2018-09-20 02:08:01+00:00,2018-09-20 16:27:10+00:00,2018-09-20 16:27:10+00:00,"DOC, REL: Prepare NumPy 1.14.6 release.[ci skip]"
11992,closed,2018-09-19 15:45:39+00:00,2018-09-19 20:02:09+00:00,2018-09-19 20:02:09+00:00,BUG: Ensure boolean indexing of subclasses sets base correctly.
11991,closed,2018-09-19 14:51:43+00:00,2018-10-01 18:23:54+00:00,2018-10-01 18:23:54+00:00,MAINT: speed up `_block` by avoiding a recursive closure
11989,closed,2018-09-19 13:48:55+00:00,2018-09-19 15:21:18+00:00,2018-09-19 15:21:18+00:00,BUG: Ensure boolean indexing of subclasses sets base correctly.
11987,closed,2018-09-19 03:15:04+00:00,2018-09-19 14:24:52+00:00,2018-09-19 14:24:52+00:00,BUG: fix refcount leak in PyArray_AdaptFlexibleDType
11986,closed,2018-09-19 03:09:44+00:00,2018-09-19 14:25:11+00:00,2018-09-19 14:25:12+00:00,BUG: Undo behavior change in ma.masked_values(shrink=True)
11985,closed,2018-09-19 03:03:24+00:00,2018-09-19 14:25:29+00:00,2018-09-19 14:25:29+00:00,BUG: fix cached allocations without the GIL
11982,closed,2018-09-18 21:45:09+00:00,2018-09-19 02:33:30+00:00,2018-09-19 02:33:30+00:00,BUG: fix refcount leak in PyArray_AdaptFlexibleDType
11981,closed,2018-09-18 19:42:13+00:00,2018-09-19 01:12:56+00:00,2018-09-19 01:12:56+00:00,BUG: fix cached allocations without the GIL for 1.15.x
11979,closed,2018-09-18 16:48:49+00:00,2018-10-09 10:31:20+00:00,2018-10-09 10:31:20+00:00,MAINT: Ensure that a copy of the array is returned when calling `block`.
11978,closed,2018-09-18 10:27:06+00:00,,2018-09-18 15:45:39+00:00,approximate function by a Chebyshev series
11977,closed,2018-09-18 07:43:23+00:00,2019-01-09 14:28:10+00:00,2019-01-09 14:28:10+00:00,BUG: reference cycle in np.vectorize
11976,closed,2018-09-18 04:12:02+00:00,2018-09-18 17:58:44+00:00,2018-09-18 17:58:44+00:00, MAINT/DOC: Show the location of an empty list in np.block
11973,closed,2018-09-17 17:18:50+00:00,2018-09-18 19:35:01+00:00,2018-09-18 19:35:01+00:00,BUG: fix cached allocations without the GIL
11971,closed,2018-09-17 05:48:32+00:00,2018-10-24 03:24:07+00:00,2018-10-24 03:24:07+00:00,MAINT: Block algorithm with a single copy per call to `block`
11967,closed,2018-09-16 20:01:24+00:00,2018-09-16 22:59:32+00:00,2018-09-16 22:59:32+00:00,BUG: fix refcount leak in PyArray_AdaptFlexibleDType
11966,closed,2018-09-16 19:03:36+00:00,2018-11-15 22:23:26+00:00,2018-11-15 22:23:26+00:00,MAINT: Rewrite shape normalization in pad function
11965,closed,2018-09-16 18:04:46+00:00,2018-10-19 08:47:26+00:00,2018-10-19 08:47:26+00:00,BENCH: Add a benchmark comparing block to copy in the 3D case
11964,closed,2018-09-16 15:18:59+00:00,,2018-09-16 15:29:33+00:00,MAINT: Add a test for padding with mean when the full statistic range is used
11962,closed,2018-09-16 10:31:55+00:00,2018-09-30 16:46:53+00:00,2018-09-30 16:46:53+00:00,ENH: maximum lines of content to be read from numpy.loadtxt
11961,closed,2018-09-16 05:26:19+00:00,2018-09-18 19:40:14+00:00,2018-09-18 19:40:14+00:00,TST: Add more tests for np.pad
11959,closed,2018-09-15 19:52:13+00:00,2018-09-22 15:44:52+00:00,2018-09-22 15:44:52+00:00,MAINT: Explicitely cause pagefaults to happen before starting the benchmarks
11958,closed,2018-09-15 19:16:50+00:00,2018-09-17 10:08:06+00:00,2018-09-17 10:08:06+00:00,TST: Add a test for np.pad where constant_values is an object
11957,closed,2018-09-15 09:19:16+00:00,2018-09-22 15:49:21+00:00,2018-09-22 15:49:21+00:00,ENH: mark that large allocations can use huge pages
11955,closed,2018-09-15 03:20:10+00:00,,2019-05-11 17:22:38+00:00,MAINT: Move _do_append and _do_prepend out of the functions to generate padding values
11954,closed,2018-09-14 20:45:33+00:00,,2018-09-15 17:02:39+00:00,MAINT: Make constant and edge mode padding faster.
11953,closed,2018-09-14 18:11:56+00:00,2018-09-15 13:14:22+00:00,2018-09-15 13:14:23+00:00,TST: codecov.yml improvements
11952,closed,2018-09-14 16:39:31+00:00,2018-09-14 18:04:09+00:00,2018-09-14 18:04:09+00:00,MAINT: test NPY_INTERNAL_BUILD only if defined
11950,closed,2018-09-14 07:04:47+00:00,2018-09-14 13:52:12+00:00,2018-09-14 13:52:12+00:00,MAINT: Extract tangential improvements made in #11175
11949,closed,2018-09-14 06:10:40+00:00,2018-09-14 13:46:05+00:00,2018-09-14 13:46:05+00:00,MAINT: Small tidy-ups to `np.core._dtype`
11948,closed,2018-09-14 01:01:19+00:00,2018-09-14 16:44:40+00:00,2018-09-14 16:44:40+00:00,DEP: finish making all comparisons to NaT false
