number,state,created_at,merged_at,closed_at,title,time_to_merge
15964,closed,2020-04-13 08:30:34+00:00,2020-04-13 15:45:20+00:00,2020-04-13 15:45:20+00:00,maint: bump hypothesis from 5.8.0 to 5.8.3,7.246111111111111
15954,closed,2020-04-11 22:36:24+00:00,2020-04-12 02:47:06+00:00,2020-04-12 02:47:06+00:00,bug: check that `pvals` is 1d in `_generator.multinomial`.,4.178333333333334
15953,closed,2020-04-11 19:33:56+00:00,2020-04-11 20:23:05+00:00,2020-04-11 20:23:05+00:00,"nep: minor maintenance, update filename and fix a cross-reference",0.8191666666666667
15951,closed,2020-04-11 06:33:18+00:00,2020-04-19 01:51:21+00:00,2020-04-19 01:51:21+00:00,bug: alpha parameter must be 1d in `generator.dirichlet`,187.30083333333334
15949,closed,2020-04-11 01:47:28+00:00,2020-04-25 18:23:59+00:00,2020-04-25 18:23:59+00:00,bug: fix attributeerror on accessing object in nested maskedarray.,352.6086111111111
15939,closed,2020-04-08 15:23:13+00:00,2020-05-11 17:09:42+00:00,2020-05-11 17:09:43+00:00,doc: update np.rollaxis docstring,793.7747222222222
15938,closed,2020-04-08 13:19:17+00:00,2020-04-22 23:45:22+00:00,2020-04-22 23:45:22+00:00,bug: add _large_files to def_macros[] when platform is aix.,346.4347222222222
15936,closed,2020-04-08 10:29:44+00:00,2020-04-08 13:07:12+00:00,2020-04-08 13:07:12+00:00,maint: fix capitalization in error message in `mtrand.pyx`,2.6244444444444444
15931,closed,2020-04-08 00:05:57+00:00,2020-04-08 06:08:06+00:00,2020-04-08 06:08:06+00:00,doc: correct private function name to pyarray_adaptflexibledtype,6.035833333333334
15930,closed,2020-04-07 21:23:24+00:00,2020-04-07 23:03:42+00:00,2020-04-07 23:03:42+00:00,bug: guarantee array is in valid state after memory error occurs in getset.c,1.6716666666666666
15929,closed,2020-04-07 20:52:23+00:00,2020-04-07 21:29:22+00:00,2020-04-07 21:29:22+00:00,"bug,maint: remove incorrect special case in string to number casts",0.6163888888888889
15928,closed,2020-04-07 18:58:27+00:00,2020-05-05 18:20:32+00:00,2020-05-05 18:20:32+00:00,doc: update np.copy docstring to include ragged case,671.3680555555555
15921,closed,2020-04-07 09:17:52+00:00,2020-04-10 19:36:14+00:00,2020-04-10 19:36:14+00:00,enh: use sysconfig instead of probing makefile,82.30611111111111
15920,closed,2020-04-07 09:15:56+00:00,2020-04-10 19:24:08+00:00,2020-04-10 19:24:08+00:00,doc: improve docstring for numpy.linalg.lstsq,82.13666666666667
15916,closed,2020-04-06 15:35:02+00:00,2020-04-06 16:46:12+00:00,2020-04-06 16:46:12+00:00,bug: fix eigh and cholesky methods of numpy.random.multivariate_normal,1.1861111111111111
15914,closed,2020-04-06 03:27:30+00:00,2020-04-07 19:43:31+00:00,2020-04-07 19:43:32+00:00,bug: random: disallow p=0 in negative_binomial,40.26694444444445
15907,closed,2020-04-03 20:23:43+00:00,2020-04-10 18:22:58+00:00,2020-04-10 18:22:58+00:00,doc: update documentation w.r.t. npy_relaxed_strides_checking,165.9875
15904,closed,2020-04-03 08:50:31+00:00,2020-04-03 14:58:08+00:00,2020-04-03 14:58:08+00:00,maint: records: remove private `format_parser._descr` attribute,6.126944444444445
15903,closed,2020-04-03 07:30:56+00:00,2020-04-05 11:21:53+00:00,2020-04-05 11:21:53+00:00,bld: report clang version on macos,51.84916666666667
15901,closed,2020-04-02 21:55:24+00:00,2020-04-02 23:29:50+00:00,2020-04-02 23:29:50+00:00,doc: fixed order of items and link to mailing list in dev docs index.,1.573888888888889
15900,closed,2020-04-02 20:46:18+00:00,2020-05-27 21:19:06+00:00,2020-05-27 21:19:06+00:00,dep: ensure indexing errors will be raised even on empty results,1320.5466666666666
15899,closed,2020-04-02 19:28:31+00:00,2020-04-16 22:15:18+00:00,2020-04-16 22:15:18+00:00,doc: improve record module documentation,338.77972222222223
15894,closed,2020-04-02 03:52:48+00:00,2020-04-03 09:06:50+00:00,2020-04-03 09:06:50+00:00,doc: add missing doc of numpy.ma.apply_over_axes in api list.,29.233888888888888
15893,closed,2020-04-01 19:19:38+00:00,2020-04-02 18:25:34+00:00,2020-04-02 18:25:35+00:00,tst: run test_large_zip in a child process,23.09888888888889
15891,closed,2020-04-01 12:58:33+00:00,2020-04-20 20:41:30+00:00,2020-04-20 20:41:30+00:00,doc: clarify docs on mixed advanced indexing and slicing,463.7158333333333
15887,closed,2020-03-31 22:28:26+00:00,2020-04-01 04:48:12+00:00,2020-04-01 04:48:12+00:00,maint: clean-up 'next = __next__' used for python 2 compatibility,6.329444444444444
15886,closed,2020-03-31 21:54:53+00:00,2020-05-31 17:35:20+00:00,2020-05-31 17:35:20+00:00,dep: deprecate passing shape=none to mean shape=(),1459.6741666666667
15885,closed,2020-03-31 21:28:54+00:00,2020-04-01 04:45:49+00:00,2020-04-01 04:45:49+00:00,bug: respect itershape=() in nditer,7.281944444444444
15884,closed,2020-03-31 21:14:16+00:00,2020-03-31 23:09:08+00:00,2020-03-31 23:09:08+00:00,bug: setting a 0d array's strides to themselves should be legal,1.9144444444444444
15883,closed,2020-03-31 18:46:56+00:00,2020-04-03 09:12:33+00:00,2020-04-03 09:12:33+00:00,maint: remove duplicated code in iotools.py,62.426944444444445
15882,closed,2020-03-31 16:59:49+00:00,2020-03-31 20:22:02+00:00,2020-03-31 20:22:02+00:00,bug: do not ignore empty tuple of strides in ndarray.__new__,3.370277777777778
15881,closed,2020-03-31 16:17:20+00:00,2020-03-31 20:23:07+00:00,2020-03-31 20:23:07+00:00,bug: fix empty_like to respect shape=(),4.096388888888889
15877,closed,2020-03-31 10:13:40+00:00,2020-03-31 15:38:10+00:00,2020-03-31 15:38:10+00:00,doc: add missing signature from nditer docstring,5.408333333333333
15876,closed,2020-03-31 09:32:07+00:00,2020-04-11 18:16:18+00:00,2020-04-11 18:16:18+00:00,bug: check that `pvals` is 1d in `_generator.multinomial`.,272.7363888888889
15872,closed,2020-03-31 02:42:15+00:00,2020-04-05 01:57:55+00:00,2020-04-05 01:57:56+00:00,bug: fix eigh and cholesky methods of numpy.random.multivariate_normal,119.2611111111111
15870,closed,2020-03-31 02:26:24+00:00,2020-03-31 21:12:06+00:00,2020-03-31 21:12:06+00:00,enh: add keepdims argument to count_nonzero,18.761666666666667
15868,closed,2020-03-30 12:21:43+00:00,2020-03-31 21:15:48+00:00,2020-03-31 21:15:48+00:00,tst: use draft openblas build,32.90138888888889
15867,closed,2020-03-30 10:20:45+00:00,2020-04-01 09:23:05+00:00,2020-04-01 09:23:05+00:00,dep: deprecate ndarray.tostring(),47.03888888888889
15866,closed,2020-03-30 08:53:39+00:00,2020-03-30 10:33:07+00:00,2020-03-30 10:33:07+00:00,maint: bump cython from 0.29.15 to 0.29.16,1.6577777777777778
15854,closed,2020-03-28 01:15:39+00:00,2020-03-28 19:08:06+00:00,2020-03-28 19:08:06+00:00,doc: fix docstring for _hist_bin_auto.,17.874166666666667
15852,closed,2020-03-27 21:18:29+00:00,2020-11-22 16:42:31+00:00,2020-11-22 16:42:31+00:00,enh: add where argument to np.mean,5755.400555555556
15850,closed,2020-03-27 18:29:55+00:00,2020-03-27 18:33:48+00:00,2020-03-27 18:33:48+00:00,doc: fix typo in c-api reference,0.06472222222222222
15848,closed,2020-03-27 13:57:46+00:00,2020-03-28 21:39:18+00:00,2020-03-28 21:39:18+00:00,"doc, tst: enable refguide_check in circleci",31.692222222222224
15847,closed,2020-03-27 13:41:04+00:00,2021-10-01 15:15:26+00:00,2021-10-01 15:15:26+00:00,bug: avoid infinite recurrence on dependencies in crackfortran,13273.572777777777
15844,closed,2020-03-27 10:36:44+00:00,2022-01-17 15:01:21+00:00,2022-01-17 15:01:21+00:00,enh: add inline definition of access rights for fortran types,15868.410277777777
15843,closed,2020-03-26 20:47:03+00:00,2020-03-27 23:23:23+00:00,2020-03-27 23:23:23+00:00,doc: first steps towards docs restructuring (nep 44),26.605555555555554
15840,closed,2020-03-26 09:29:21+00:00,2020-04-10 18:19:37+00:00,2020-04-10 18:19:37+00:00,"bug,dep: make `scalar.__round__()` behave like pythons round",368.8377777777778
15839,closed,2020-03-26 05:31:17+00:00,2020-04-03 16:26:10+00:00,2020-04-03 16:26:10+00:00,doc: minor fix to _hist_bin_fd documentation,202.91472222222222
15836,closed,2020-03-25 21:06:46+00:00,2020-03-27 13:18:05+00:00,2020-03-27 13:18:05+00:00,bug: fix indexerror for illegal axis in np.mean,40.18861111111111
15834,closed,2020-03-25 16:26:09+00:00,2020-04-03 16:49:49+00:00,2020-04-03 16:49:49+00:00,nep: add paragraph to nep 41 about no array-object use and fix links,216.39444444444445
15832,closed,2020-03-25 10:00:25+00:00,2020-03-26 11:57:46+00:00,2020-03-26 11:57:47+00:00,enh: improved error message `indexerror: too many indices for array`,25.955833333333334
15830,closed,2020-03-24 21:32:56+00:00,2020-03-24 22:24:26+00:00,2020-03-24 22:24:26+00:00,maint: pathlib and hashlib are in stdlib in python 3.5+,0.8583333333333333
15827,closed,2020-03-24 18:21:29+00:00,2020-03-24 22:47:31+00:00,2020-03-24 22:47:31+00:00,bug: break on all errors when performing strided casts.,4.433888888888889
15816,closed,2020-03-23 17:59:40+00:00,2020-03-26 17:50:21+00:00,2020-03-26 17:50:21+00:00,maint: simplify code that assumes str/unicode and int/long are different types,71.84472222222222
15815,closed,2020-03-23 17:34:51+00:00,2020-03-25 04:59:28+00:00,2020-03-25 04:59:28+00:00,dep: do not cast boolean indices to integers in np.delete,35.41027777777778
15812,closed,2020-03-23 16:11:30+00:00,2020-03-23 17:06:09+00:00,2020-03-23 17:06:09+00:00,tst: remove code that is not supposed to warn out of warning assertion,0.9108333333333334
15809,closed,2020-03-23 09:41:12+00:00,2020-03-23 10:41:24+00:00,2020-03-23 10:41:24+00:00,tst: switch pypy job with cpython,1.0033333333333334
15806,closed,2020-03-22 23:08:44+00:00,2020-04-08 15:08:22+00:00,2020-04-08 15:08:23+00:00,tst: parametrize sort test,399.9938888888889
15805,closed,2020-03-22 20:29:22+00:00,2020-03-23 14:55:12+00:00,2020-03-23 14:55:12+00:00,dep: forbid passing non-integral index arrays to `insert` and `delete`,18.430555555555557
15804,closed,2020-03-22 20:12:47+00:00,2020-03-23 15:12:07+00:00,2020-03-23 15:12:08+00:00,dep: make np.delete on out-of-bounds indices an error,18.988888888888887
15803,closed,2020-03-22 19:00:35+00:00,2020-03-22 23:24:02+00:00,2020-03-22 23:24:02+00:00,doc: correct possible list lengths for `extobj` in ufunc calls,4.390833333333333
15802,closed,2020-03-22 18:45:44+00:00,2020-03-24 13:30:20+00:00,2020-03-24 13:30:20+00:00,dep: make `np.insert` and `np.delete` on 0d arrays with an axis an error,42.74333333333333
15800,closed,2020-03-22 16:10:21+00:00,2020-03-24 14:43:55+00:00,2020-03-24 14:43:55+00:00,bug: add error-checking versions of strided casts.,46.559444444444445
15799,closed,2020-03-22 14:40:57+00:00,2020-03-22 18:28:06+00:00,2020-03-22 18:28:06+00:00,maint: cleanups to np.insert and np.delete,3.785833333333333
15797,closed,2020-03-22 09:21:55+00:00,2020-03-24 23:14:07+00:00,2020-03-24 23:14:07+00:00,tst: add unit test for out=none of np.einsum,61.87
15794,closed,2020-03-22 03:54:47+00:00,2020-03-24 21:52:41+00:00,2020-03-24 21:52:41+00:00,bug: add basic __format__ for masked element to fix incorrect print,65.965
15791,closed,2020-03-20 23:10:53+00:00,2020-07-01 02:59:00+00:00,2020-07-01 02:59:00+00:00,[doc] added tutorial about the numpy.ma module.,2451.8019444444444
15784,closed,2020-03-19 18:11:44+00:00,2020-03-25 15:52:32+00:00,2020-03-25 15:52:32+00:00,enh: use typeerror in `np.array` for python consistency,141.68
15782,closed,2020-03-19 16:24:31+00:00,2022-06-05 16:39:26+00:00,2022-06-05 16:39:26+00:00,enh: complete the 'vars' list of a module,19392.24861111111
15781,closed,2020-03-19 16:16:35+00:00,2020-03-26 17:44:30+00:00,2020-03-26 17:44:30+00:00,bug: don't add 'public' or 'private' if the other one exists,169.46527777777777
15778,closed,2020-03-18 23:30:08+00:00,2020-03-19 08:48:31+00:00,2020-03-19 08:48:31+00:00,bld: add requirements.txt file for building docs,9.30638888888889
15774,closed,2020-03-18 17:05:38+00:00,2020-03-18 19:48:58+00:00,2020-03-18 19:48:58+00:00,maint: remove useless `global` statements,2.7222222222222223
15773,closed,2020-03-18 16:44:41+00:00,2020-03-22 04:59:48+00:00,2020-03-22 04:59:48+00:00,dep: make issubdtype consistent for types and dtypes,84.25194444444445
15771,closed,2020-03-18 00:19:28+00:00,2020-03-18 00:42:37+00:00,2020-03-18 00:42:38+00:00,doc: fix runtests example in developer docs,0.3858333333333333
15769,closed,2020-03-17 18:18:50+00:00,2020-05-03 05:17:38+00:00,2020-05-03 05:17:38+00:00,enh: allow toggling madvise hugepage and fix default,1114.98
15768,closed,2020-03-17 18:15:13+00:00,2020-03-17 18:57:38+00:00,2020-03-17 18:57:38+00:00,rel: update master after 1.18.2 release.,0.7069444444444445
15766,closed,2020-03-16 23:43:19+00:00,2020-03-18 11:15:32+00:00,2020-03-18 11:15:32+00:00,"bug,maint: remove incorrect special case in string to number casts",35.536944444444444
15762,closed,2020-03-16 08:17:54+00:00,2020-03-16 14:03:54+00:00,2020-03-16 14:03:54+00:00,maint: bump pytest from 5.3.5 to 5.4.1,5.766666666666667
15759,closed,2020-03-15 18:31:40+00:00,2020-05-22 16:26:28+00:00,2020-05-22 16:26:28+00:00,build: remove accelerate support,1629.9133333333334
15757,closed,2020-03-15 14:20:36+00:00,2020-03-15 15:29:47+00:00,2020-03-15 15:29:47+00:00,maint: ci: add an explicit 'pr' section to azure-pipelines.yml,1.1530555555555555
15752,closed,2020-03-13 17:20:34+00:00,2020-03-13 18:05:16+00:00,2020-03-13 18:05:17+00:00,maint: fix swig tests issue #15743,0.745
15750,closed,2020-03-13 13:03:47+00:00,2020-03-18 21:53:10+00:00,2020-03-18 21:53:10+00:00,"bug, tst: fix f2py for pypy, skip one test for pypy",128.82305555555556
15749,closed,2020-03-13 09:09:17+00:00,2020-04-04 19:01:59+00:00,2020-04-04 19:01:59+00:00,doc: document inconsistency between the shape of data and mask in numpy.ma,537.8783333333333
15747,closed,2020-03-13 00:10:49+00:00,2020-03-15 18:00:19+00:00,2020-03-15 18:00:19+00:00,bug: lib: handle axes with length 0 in np.unique.,65.825
15745,closed,2020-03-11 19:50:46+00:00,2020-03-12 10:01:46+00:00,2020-03-12 10:01:46+00:00,maint: doc: remove doc/summarize.py,14.183333333333334
15740,closed,2020-03-11 13:14:31+00:00,2020-03-12 18:05:23+00:00,2020-03-12 18:05:23+00:00,maint: add better error handling in linalg.norm for vectors and clarify it in documentation,28.84777777777778
15738,closed,2020-03-11 05:27:02+00:00,2020-03-11 15:20:56+00:00,2020-03-11 15:20:56+00:00,maint: remove non-native byte order from _var check.,9.898333333333333
15736,closed,2020-03-10 17:15:07+00:00,2020-03-18 20:12:00+00:00,2020-03-18 20:12:00+00:00,bug: guarantee array is in valid state after memory error occurs in getset.c,194.94805555555556
15735,closed,2020-03-10 06:36:09+00:00,2020-03-10 18:36:24+00:00,2020-03-10 18:36:24+00:00,doc: license 2019 -> 2020,12.004166666666666
15734,closed,2020-03-09 23:26:57+00:00,2020-03-10 01:49:46+00:00,2020-03-10 01:49:46+00:00,bug: fix logic error when nm fails on 32-bit,2.3802777777777777
15733,closed,2020-03-09 22:10:52+00:00,2020-03-09 23:20:49+00:00,2020-03-09 23:20:49+00:00,"doc: allow neps to link to python, numpy, scipy, and matplotlib docs",1.1658333333333333
15729,closed,2020-03-09 17:07:17+00:00,2020-03-09 17:48:32+00:00,2020-03-09 17:48:32+00:00,rel: prepare for 1.18.2 release.,0.6875
15724,closed,2020-03-08 03:46:08+00:00,2020-03-10 22:59:45+00:00,2020-03-10 22:59:45+00:00,tst: remove nose from the test_requirements.txt file.,67.22694444444444
15723,closed,2020-03-08 03:46:07+00:00,2020-03-08 04:28:19+00:00,2020-03-08 04:28:19+00:00,bug: fix logic error when nm fails on 32-bit,0.7033333333333334
15722,closed,2020-03-07 21:35:41+00:00,2020-03-08 03:50:09+00:00,2020-03-08 03:50:09+00:00,maint: use list-based apis to call subprocesses,6.2411111111111115
15720,closed,2020-03-07 16:31:14+00:00,2020-03-26 17:54:02+00:00,2020-03-26 17:54:02+00:00,doc: fix remaining doc files for refguide_check,457.38
15718,closed,2020-03-06 13:11:35+00:00,2020-03-06 15:27:44+00:00,2020-03-06 15:27:44+00:00,doc: fix coremath.rst to fix refguide_check,2.2691666666666666
15717,closed,2020-03-06 08:37:29+00:00,2020-03-06 12:38:18+00:00,2020-03-06 12:38:19+00:00,doc: update datetime reference to pass refguide,4.0136111111111115
15716,closed,2020-03-06 06:38:32+00:00,2020-03-06 07:52:57+00:00,2020-03-06 07:52:57+00:00,tst: always use 'python -mpip' not 'pip',1.2402777777777778
15715,closed,2020-03-06 02:37:21+00:00,2020-04-29 21:08:27+00:00,2020-04-29 21:08:28+00:00,enh: update numpy.linalg.multi_dot to accept an `out` argument,1314.5183333333334
15714,closed,2020-03-06 01:29:12+00:00,2020-03-07 21:15:28+00:00,2020-03-07 21:15:28+00:00,maint: use list-based apis to call subprocesses,43.77111111111111
15710,closed,2020-03-05 10:07:01+00:00,2020-03-05 11:58:55+00:00,2020-03-05 11:58:55+00:00,doc: fix svd tutorial to pass refguide,1.865
15706,closed,2020-03-04 15:46:20+00:00,2020-03-09 00:21:52+00:00,2020-03-09 00:21:52+00:00,maint: fixing typos in f2py comments and code.,104.59222222222222
15705,closed,2020-03-04 15:22:33+00:00,2020-03-05 15:24:40+00:00,2020-03-05 15:24:40+00:00,doc: change list to tuple in example description.,24.03527777777778
15703,closed,2020-03-04 13:08:48+00:00,2020-03-05 06:22:34+00:00,2020-03-05 06:22:34+00:00,doc: fix quickstart doc to pass refguide,17.229444444444443
15702,closed,2020-03-04 11:01:18+00:00,2020-03-09 01:54:39+00:00,2020-03-09 01:54:39+00:00,maint: replace optparse with argparse for 'doc' and 'tools' scripts,110.88916666666667
15701,closed,2020-03-04 08:34:25+00:00,2020-03-04 16:56:36+00:00,2020-03-04 16:56:36+00:00,maint: convert shebang from python to python3 (#15687),8.369722222222222
15696,closed,2020-03-04 00:08:27+00:00,2020-03-10 23:03:49+00:00,2020-03-10 23:03:49+00:00,maint: add a fast path to var for complex input,166.92277777777778
15695,closed,2020-03-03 21:58:16+00:00,2020-03-15 18:14:35+00:00,2020-03-15 18:14:36+00:00,maint: test during import to detect bugs with accelerate(macos) lapack,284.27194444444444
15694,closed,2020-03-03 20:57:24+00:00,2020-03-04 09:34:57+00:00,2020-03-04 09:34:57+00:00,doc: fix indexing docs to pass refguide,12.625833333333333
15685,closed,2020-03-02 23:34:29+00:00,2020-03-11 17:53:28+00:00,2020-03-11 17:53:28+00:00,enh: add `subok` parameter to np.copy function (cf. #6509),210.3163888888889
15683,closed,2020-03-02 17:49:16+00:00,2020-03-04 17:27:57+00:00,2020-03-04 17:27:57+00:00,nep: move nep 44 to accepted status,47.64472222222222
15682,closed,2020-03-02 08:25:52+00:00,2020-03-02 14:05:54+00:00,2020-03-02 14:05:55+00:00,maint: bump hypothesis from 5.5.4 to 5.6.0,5.667222222222223
15680,closed,2020-03-02 07:34:41+00:00,2020-03-03 07:36:34+00:00,2020-03-03 07:36:34+00:00,doc: improve benchmark readme with environment setup and more practical command,24.031388888888888
15679,closed,2020-03-02 02:32:56+00:00,2020-03-02 03:55:43+00:00,2020-03-02 03:55:43+00:00,bug: added missing error check in `ndarray.__contains__`,1.3797222222222223
15678,closed,2020-03-02 01:51:38+00:00,2020-03-02 04:00:17+00:00,2020-03-02 04:00:17+00:00,doc: improve np.finfo docs,2.1441666666666666
15677,closed,2020-03-01 22:51:57+00:00,2020-03-02 01:03:46+00:00,2020-03-02 01:03:46+00:00,tst: do not create gfortran link in azure mac testing.,2.1969444444444446
15676,closed,2020-03-01 22:40:45+00:00,2020-03-02 02:24:34+00:00,2020-03-02 02:24:35+00:00,maint: large overhead in some random functions,3.730277777777778
15675,closed,2020-03-01 22:31:25+00:00,2020-03-02 02:24:08+00:00,2020-03-02 02:24:08+00:00,tst: move _no_tracing to testing._private,3.8786111111111112
15673,closed,2020-03-01 03:39:44+00:00,2020-03-01 07:01:50+00:00,2020-03-01 07:01:50+00:00,doc: make extension module wording more clear,3.368333333333333
15672,closed,2020-02-29 19:06:25+00:00,2020-03-01 19:37:21+00:00,2020-03-01 19:37:21+00:00,maint: added comment pointing fixme to relevant pr.,24.515555555555554
15666,closed,2020-02-28 19:35:46+00:00,2020-06-04 05:38:30+00:00,2020-06-04 05:38:30+00:00,enh: improved `__str__` for polynomials,2314.0455555555554
15665,closed,2020-02-28 13:14:40+00:00,2020-02-28 13:44:48+00:00,2020-02-28 13:44:48+00:00,bug: fix doctest exception messages,0.5022222222222222
15662,closed,2020-02-27 22:56:41+00:00,2020-03-12 08:26:07+00:00,2020-03-12 08:26:07+00:00,doc: refactor `np.polynomial` docs using `automodule`,321.49055555555555
15653,closed,2020-02-26 22:13:04+00:00,2020-03-02 18:34:13+00:00,2020-03-02 18:34:13+00:00,bld: update openblas to pre-0.3.9 version,116.3525
15648,closed,2020-02-26 03:05:06+00:00,2020-04-23 05:14:10+00:00,2020-04-23 05:14:10+00:00,maint: avx512 implementation with intrinsic for float64 input np.exp(),1370.151111111111
15644,closed,2020-02-25 14:20:32+00:00,2020-02-28 17:55:15+00:00,2020-02-28 17:55:15+00:00,doc: update to clarify actual behavior real_if_(all elements)_close,75.57861111111112
15639,closed,2020-02-24 23:08:05+00:00,2020-02-25 22:22:33+00:00,2020-02-25 22:22:33+00:00,"bld: update openblas download to new location, use manylinux2010-base",23.24111111111111
15633,closed,2020-02-23 10:37:12+00:00,2020-02-23 14:02:36+00:00,2020-02-23 14:02:37+00:00,doc: remove broken link in f2py tutorial,3.4233333333333333
15631,closed,2020-02-23 04:30:41+00:00,2020-02-23 07:52:29+00:00,2020-02-23 07:52:29+00:00,maint: pull identical line out of conditional.,3.3633333333333333
15624,closed,2020-02-21 11:53:28+00:00,2020-02-24 13:56:09+00:00,2020-02-24 13:56:09+00:00,"doc: fix printing, np., deprecation for refguide",74.04472222222222
15619,closed,2020-02-20 15:37:26+00:00,2020-02-20 17:50:35+00:00,2020-02-20 17:50:35+00:00,doc: fix documentation for apply_along_axis,2.2191666666666667
15616,closed,2020-02-20 09:54:45+00:00,2020-03-03 13:44:20+00:00,2020-03-03 13:44:20+00:00,"doc: add missing imports, definitions and dummy file",291.8263888888889
15615,closed,2020-02-20 05:17:33+00:00,2020-02-21 07:03:16+00:00,2020-02-21 07:03:16+00:00,bug: remove check requiring natural alignment of float/double to run avx code,25.761944444444445
15614,closed,2020-02-20 01:17:08+00:00,2020-02-20 02:59:29+00:00,2020-02-20 02:59:29+00:00,doc: reword docstring for assert_equal,1.7058333333333333
15612,closed,2020-02-19 22:33:13+00:00,2020-02-23 18:07:57+00:00,2020-02-23 18:07:57+00:00,bug: fix bug in avx-512f np.maximum and np.minimum,91.57888888888888
15610,closed,2020-02-19 21:01:51+00:00,2020-02-23 19:03:40+00:00,2020-02-23 19:03:40+00:00,tst: mask deprecationwarning in xfailed test,94.03027777777778
15604,closed,2020-02-19 07:30:11+00:00,2020-07-21 07:50:06+00:00,2020-07-21 07:50:06+00:00,maint: avoid exception in npzfile destructor if constructor raises badzipfile,3672.3319444444446
15600,closed,2020-02-18 19:27:31+00:00,2020-02-19 09:29:27+00:00,2020-02-19 09:29:27+00:00,tst: use manylinux2010 docker instead of ubuntu,14.032222222222222
15598,closed,2020-02-18 17:29:18+00:00,2020-02-19 08:02:00+00:00,2020-02-19 08:02:00+00:00,bug: ignore differences in nan for computing ulp differences,14.545
15585,closed,2020-02-17 12:23:39+00:00,2020-02-17 13:49:38+00:00,2020-02-17 13:49:38+00:00,bld: manylinux2010 docker reports machine=i686,1.4330555555555555
15583,closed,2020-02-17 08:05:37+00:00,2020-02-17 17:06:50+00:00,2020-02-17 17:06:51+00:00,maint: bump hypothesis from 5.3.0 to 5.5.4,9.020277777777778
15582,closed,2020-02-17 08:05:07+00:00,2020-02-17 15:17:51+00:00,2020-02-17 15:17:51+00:00,maint: bump cython from 0.29.14 to 0.29.15,7.2122222222222225
15579,closed,2020-02-16 17:39:17+00:00,2020-02-23 14:03:30+00:00,2020-02-23 14:03:30+00:00,"doc: numpy.clip is equivalent to minimum(..., maximum(...))",164.4036111111111
15577,closed,2020-02-16 13:53:44+00:00,2020-02-26 22:02:42+00:00,2020-02-26 22:02:42+00:00,tst: test division by zero both with scalar and with array,248.14944444444444
15575,closed,2020-02-15 20:14:23+00:00,2020-02-15 23:03:59+00:00,2020-02-15 23:03:59+00:00,doc: document caveat in random.uniform,2.8266666666666667
15574,closed,2020-02-15 19:05:08+00:00,2020-02-15 21:22:05+00:00,2020-02-15 21:22:05+00:00,tst: do not create symbolic link named gfortran.,2.2825
15566,closed,2020-02-14 01:41:04+00:00,2020-02-16 14:58:34+00:00,2020-02-16 14:58:34+00:00,doc: removing bad practices from quick start + some pep8,61.291666666666664
15560,closed,2020-02-13 07:12:06+00:00,2020-02-13 08:58:14+00:00,2020-02-13 08:58:14+00:00,"bug, doc: restore missing import",1.768888888888889
15556,closed,2020-02-12 20:57:54+00:00,2020-02-13 02:20:20+00:00,2020-02-13 02:20:20+00:00,tst: (travis ci) use full python3-dbg path for virtual env creation,5.373888888888889
15554,closed,2020-02-12 16:54:40+00:00,2020-02-19 06:49:17+00:00,2020-02-19 06:49:17+00:00,nep 44 - restructuring the numpy documentation,157.91027777777776
15553,closed,2020-02-12 16:44:39+00:00,2020-02-13 22:07:24+00:00,2020-02-13 22:07:24+00:00,bug: added missing error check in `ndarray.__contains__`,29.379166666666666
15551,closed,2020-02-12 14:05:08+00:00,2020-07-12 13:30:43+00:00,2020-07-12 13:30:43+00:00,doc: simd optimization documentation,3623.426388888889
15550,closed,2020-02-12 02:14:13+00:00,2020-02-13 05:21:44+00:00,2020-02-13 05:21:45+00:00,doc: improve the `numpy.linalg.eig` docstring.,27.12527777777778
15549,closed,2020-02-11 18:36:52+00:00,2020-02-16 14:59:35+00:00,2020-02-16 14:59:35+00:00,tst: accuracy test float32 sin/cos/exp/log for avx platforms,116.37861111111111
15547,closed,2020-02-11 03:48:53+00:00,2020-02-25 22:25:21+00:00,2020-02-25 22:25:21+00:00,maint: refresh doxyfile and modernize numpyfilter.py,354.60777777777776
15543,closed,2020-02-10 09:11:46+00:00,2020-02-19 06:15:53+00:00,2020-02-19 06:15:53+00:00,nep: edit and move nep 38 to accepted status,213.06861111111112
15538,closed,2020-02-08 17:04:17+00:00,2020-02-08 20:47:29+00:00,2020-02-08 20:47:29+00:00,maint: extract repeated code to a helper function,3.72
15536,closed,2020-02-07 16:25:59+00:00,2020-02-07 16:29:26+00:00,2020-02-07 16:29:26+00:00,doc: minor copyediting on nep 37.,0.0575
15534,closed,2020-02-07 01:01:19+00:00,2020-03-05 22:23:43+00:00,2020-03-05 22:23:43+00:00,"dep: do not allow ""abstract"" dtype conversion/creation",669.3733333333333
15532,closed,2020-02-06 20:50:16+00:00,2020-02-07 09:21:55+00:00,2020-02-07 09:21:55+00:00,"update doctests, small bugs and changes of repr",12.5275
15526,closed,2020-02-06 03:57:08+00:00,2020-02-07 09:00:16+00:00,2020-02-07 09:00:16+00:00,bug: fix inline assembly that detects cpu features on x86(32bit),29.052222222222223
15524,closed,2020-02-05 22:16:24+00:00,2020-02-06 09:00:54+00:00,2020-02-06 09:00:54+00:00,doc: update instructions for building/archiving docs.,10.741666666666667
