number,state,contributor,content,created_at,closed_at,title,labels
12681,open,eric-wieser,"`np.dtype` has an overload of the form `np.dtype((scalar, shape_tuple))` that creates subarray dtypes.

Creating a dtype representing `int[3][1]` works just fine:
```
>>> np.dtype(((int, (1,)), (3,)))
dtype((('<i4', (1,)), (3,)))
```

But trying to create one representing `int[3][0]` fails with a weird error message
```
>>> np.dtype(((int, (0,)), (3,)))
ValueError: invalid itemsize in generic type tuple
```

This bug impacts:
* nested subarrays as shown above where the inner array is empty
* subarrays of empty struct types.
* subarrays of empty strings (although empty strings are hard to create in the first place)
* ...

The problem stems from either of two things:
* The fact that `np.dtype((flexible, n))` takes priority as an overload, even when `n` is a tuple, which is illegal in this overload
* The fact that `np.dtype((int, (0,)))` is considered flexible by virtue of being of size 0

---

It's not that numpy can't represent this dtype - it's just that the `dtype` constructor won't let you create it. A workaround is:
```python
def subarray_dtype(scalar, shape):
    """""" like np.dtype((scalar, shape)), but always produces subarrays in corner cases """"""
    scalar = np.dtype(scalar)
    dt = np.dtype(np.void)
    dt = copy.copy(dt)
    dt.__setstate__((3, '|', (scalar, shape), None, None, scalar.itemsize * np.prod(shape), scalar.alignment, 0))
    return dt
```

```python
>>> subarray_dtype((int, (0,)), (3,))
dtype((('<i4', (0,)), (3,))) # this repr doesn't actually work though!
```",2019-01-06 20:54:17,,Cannot produce subarrays with elements of size 0,"['00 - Bug', 'component: numpy.dtype']"
12638,open,DerDakon,"Running the tests of 1.14.5 on my Sparc T5120 with Gentoo results in several test failures:

```
chroot ~ #  grep ^FAIL /root/tatt/logs/dev-python_numpy-1.14.5_use_lFT6d
FAIL
FAIL: numpy.core.tests.test_arrayprint.TestComplexArray.test_str
FAIL: numpy.core.tests.test_longdouble.test_repr_roundtrip
FAIL: Check formatting.
FAIL: Check formatting of nan & inf.
FAIL: Check formatting of complex types.
FAIL: Check inf/nan formatting of complex types.
FAIL: Check inf/nan formatting of complex types.
FAIL: Check inf/nan formatting of complex types.
FAIL: Check inf/nan formatting of complex types.
FAIL: Check inf/nan formatting of complex types.
FAIL: Check inf/nan formatting of complex types.
FAIL: Check inf/nan formatting of complex types.
FAIL: Check inf/nan formatting of complex types.
FAIL: Check inf/nan formatting of complex types.
FAIL: Check inf/nan formatting of complex types.
FAIL: Check inf/nan formatting of complex types.
FAIL: Check inf/nan formatting of complex types.
FAIL: Check formatting when using print
FAIL: Check formatting when using print
FAIL: numpy.core.tests.test_print.test_locale_longdouble
FAIL: numpy.core.tests.test_scalarprint.TestRealScalars.test_dragon4_interface
FAIL: numpy.core.tests.test_scalarprint.TestRealScalars.test_str
FAIL: numpy.f2py.tests.test_kind.TestKind.test_all
FAIL: numpy.ma.tests.test_core.TestMaskedArrayMethods.test_sort_flexible
FAILED (KNOWNFAIL=19, SKIP=15, failures=24)
```

This has been reported as [Gentoo bug 672730](https://bugs.gentoo.org/672730) and seems to affect also ppc64.

EDIT:

Failing tests on 1.16.0rc2

- [x] TestKind.test_all
- [x] TestRecFunctions.test_structured_to_unstructured
- [ ] TestArrayEqual.test_recarrays
- [ ] TestEqual.test_recarrays",2019-01-01 11:30:23,,BUG: several test errors on SPARC,"['00 - Bug', '05 - Testing', 'component: numpy._core', 'component: numpy.f2py']"
12636,open,markcampanelli,"<!-- Please describe the issue in detail here, and fill in the fields below -->

numpy is generally awesome. One issue that really bothers me (esp. as compared to MATLAB, IFAIK), is numpy's inconsistent handling of python scalars, vs. numpy scalars, vs. numpy rank-0 arrays, which often requires much checking and recasting values in algorithms that are supposed to be very general w.r.t. scalar-valued vs. array-valued inputs and that ensure outputs have the same type as inputs (notwithstanding any expected broadcasting). I end up having to do a lot of checking of types, which is super frustrating and the cause of significant code bloat.

### Reproducing code example 1:

Special logic is required to handle a rank-0 case.

```python
import numpy as np

idx_array = np.array(1 < 0)  # rank-0 array with one False ""element"".
any(idx_array)
```

### Error message 1:

`TypeError: iteration over a 0-d array`

### Reproducing code example 2:

Some numpy functions change types unexpectedly, e.g., rank-0 `np.ndarray` to `np.float64`.

```python
import numpy as np

assert (isinstance(np.ndarray, type(np.exp(np.array(9.))))), ""Numpy's exp() really shouldn't change the type to np.float64!""

```

### Error message 2:

`AssertionError: Numpy's exp() really shouldn't change the type to np.float64!`

### Reproducing code example 3:

```python
import numpy as np

assert isinstance(np.where(True, np.float64(3.), np.float64(4.)), np.float64), ""Numpy's where() really shouldn't change the type to np.ndarray!""
```

### Error message 3:

`Numpy's where() really shouldn't change the type to np.ndarray!`


### Numpy/Python version information:

Python version: 3.6.7
Numpy version: 1.15.4",2018-12-31 18:24:52,,Respecting types and iterating over 0-d arrays,['unlabeled']
12613,open,ZisIsNotZis,"I found this problem some days ago. I understand this is not a serious problem, but I feel it is worth mentioning here?

### Reproducing code example:
    
    import numpy as np
    n = np.uint16(0b0111101111111111).view('e')
    print(n, n.astype('f'))

### Output:

    65500.0 65504.0

### Error message:

There are no error message, but `float16` `0b0111101111111111` should be around `65504.0` instead of `65500.0`.

### Numpy/Python version information:

    1.15.4 3.6.6 |Anaconda, Inc.| (default, Oct  9 2018, 12:34:16) 
    [GCC 7.3.0]

",2018-12-26 08:00:29,,Half precision display not exactly correct,['unlabeled']
12550,open,h-vetinari,"The dtype `np.object_` is the most general catch-all type to contain arbitrary python objects. As such, `.astype(object)` should preferably not upcast, but certainly never *down*cast:

### Reproducing code example:

```python
>>> import numpy as np
>>> arr = np.array([10 ** 18], dtype='M8[ns]')
>>> arr
array(['2001-09-09T01:46:40.000000000'], dtype='datetime64[ns]')
>>> arr[0]
numpy.datetime64('2001-09-09T01:46:40.000000000')
>>> arr.astype(object)
array([1000000000000000000], dtype=object)
>>> arr.astype(object)[0]
1000000000000000000
```

The expected outcome for the last two lines is:
```
>>> arr.astype(object)
array([numpy.datetime64('2001-09-09T01:46:40.000000000')], dtype=object)
>>> arr.astype(object)[0]
numpy.datetime64('2001-09-09T01:46:40.000000000')
```
as well as
```
>>> arr.astype(object)[0] == arr[0]
True
```

### Numpy/Python version information:

<!-- Output from 'import sys, numpy; print(numpy.__version__, sys.version)' -->
```
numpy: 1.15.4
python: 3.7.1
```
",2018-12-14 20:35:10,,BUG: astype(object) downcasts for datetime-dtype,"['component: numpy.datetime64', 'triaged']"
12548,open,tylerjereddy,"**Background**: `tools/refguide_check.py` is vendored in (copied in & slightly customized) from the original version available at the same path in the SciPy repo, and runs standard library doctests with various fallbacks to make execution / expectations more reasonable for scientific code (i.e., `allclose` type checks for floating point results in NumPy arrays, and so on).

Related original issue: #9415
Related original PR to add refguide: #12253

Here's a wish list -- feel free to edit or comment below, and I'll update it.

- [ ] (some day) extract to separate package that can be shared by the community instead of duplicating the module; provide some kind of per-project customization interface? Alternative: upstream to doctest? [1]
- [ ] maybe switch from opt-in to opt-out as far as which modules / functions are actually executed / checked? [**maybe not much benefit**]
- [ ] add the ability to report coverage for docstrings executed by refguide / doctests (see: [here](https://github.com/pytest-dev/pytest-cov/issues/101) and [here](https://stackoverflow.com/a/45262687/2942522)) so we know which ones are at risk of becoming stale over time
- [ ] check more than just the category of exceptions that are raised (i.e., also check the `ACTUAL` vs. `DESIRED` values and / or the error messages? see, for example: https://github.com/numpy/numpy/pull/12591#discussion_r244645627)
  - Eric suggests `Would be neat if refguide had an # assumes: <tag> syntax, with a way to specify which tags are expected to hold. This would be stronger than the current ""may vary"".`

[1] See https://mail.python.org/pipermail/python-ideas/2014-August/028678.html and thread leading up to it.",2018-12-14 18:56:08,,"DOC, TST: Refguide Wish List","['23 - Wish List', '05 - Testing', 'component: documentation']"
12540,open,lxop,"As the title says. This interferes with tools that infer types from the docstring, e.g. PyCharm.

Just requires the addition of
```
    Returns
    -------
    arr : ndarray
        Copy of the array `a`.
    
```

### Reproducing code example:

```python
import numpy as np
help(np.ndarray.copy)
```

### Numpy/Python version information:
```
1.15.2 3.7.0 (default, Sep 12 2018, 18:30:08) 
[GCC 8.0.1 20180414 (experimental) [trunk revision 259383]]
```",2018-12-13 16:47:09,,ndarray.copy docstring missing Returns section,['unlabeled']
12521,open,kusanagee,"<!-- Please describe the issue in detail here, and fill in the fields below -->
numpy.delete documentation doesn't appear to indicate whether the ""obj"" parameter, which should ""indicate which sub-arrays to remove,"" should indicate so in terms of array indices or in terms of values. This [has led to some confusion](https://stackoverflow.com/questions/39156458/numpy-delete-not-deleting-element). 

### Reproducing code example:

<!-- A short code example that reproduces the problem/missing feature. It should be
self-contained, i.e., possible to run as-is via 'python myproblem.py' -->

```python
import numpy as np
np.delete(np.arange(0, 100, 10), [90])
```


<!-- Remove these sections for a feature request -->

### Numpy/Python version information:

<!-- Output from 'import sys, numpy; print(numpy.__version__, sys.version)' -->
1.15.4 3.6.6 |Anaconda, Inc.| (default, Jun 28 2018, 11:07:29) 
[GCC 4.2.1 Compatible Clang 4.0.1 (tags/RELEASE_401/final)]
",2018-12-09 23:07:52,,numpy.delete documentation doesn't specify that obj-to-be-deleted should be specified in terms of array indices.,['unlabeled']
12518,open,eric-wieser,"Mentioned in a bunch of places, but would be valuable to have a single place to track this.

To be able to reuse an inner loop across multiple dtypes (ie across variable-length strings, structured arrays, etc), we need access to the `dtype` object within the inner loop.

Perhaps we can achieve this by adding a new `npy_bool innerloop_takes_dtype` flag to ufuncs, which when set indicates that the inner loop signature now also takes a `PyArray_Descr **dtypes` argument.",2018-12-09 08:09:03,,What should be the calling convention for ufunc inner loop signatures?,"['01 - Enhancement', '23 - Wish List', 'component: numpy.ufunc', 'component: numpy.dtype']"
12517,open,eric-wieser,"Part of #12514.

We will need a gufunc for each of the sorting mechanism. Just like in #12516, we should keep these gufuncs private initially.

I imagine we will want to implement:

* `np.core.umath.quick_sort`
* `np.core.umath.merge_sort`
* `np.core.umath.heap_sort`
* `np.core.umath.quick_argsort`
* `np.core.umath.merge_argsort`
* `np.core.umath.heap_argsort`",2018-12-09 07:59:47,,Create a gufunc form of sort and argsort,"['01 - Enhancement', '23 - Wish List', '03 - Maintenance', 'component: numpy.dtype']"
12516,open,eric-wieser,"Part of #12514

In the long term, we want `np.argmin` to become that gufunc - but in the short term, we can just wrap it to deal with any interface quirks.

In particular, `argmin` allows multiple axes to be specified.

Blocked by #12518, needed to give access to `->f->compare` in the inner loop",2018-12-09 07:55:04,,Create a gufunc form of argmin and argmax,"['01 - Enhancement', '23 - Wish List', 'component: numpy.dtype']"
12515,open,normalhuman,"**EDIT: the original issue here was resolved a long time ago, Intel removed their `erf` addition which wasn't in numpy. Issue retitled to reflect the discussion about adding `np.erf`**

<!-- Please describe the issue in detail here, and fill in the fields below -->

When `np.erf` is given a complex number, it returns the number itself instead of the value of the error function. For example,  `scipy.special.erf(1+2j)` returns `(-0.5366435657785664-5.0491437034470374j)` but `np.erf` returns `(1+2j)` itself. 

### Reproducing code example:

<!-- A short code example that reproduces the problem/missing feature. It should be
self-contained, i.e., possible to run as-is via 'python myproblem.py' -->

```python
import numpy as np
print(np.erf(1))     # prints 0.8427007929497149  which is correct 
print(np.erf(1+2j))   # prints (1+2j) which is incorrect
```

<!-- Remove these sections for a feature request -->

### Error message:

None, but the return value is wrong for complex arguments. It is simply the argument itself. If complex inputs are not supported, an error should be thrown instead. 

<!-- If you are reporting a segfault please include a GDB traceback, which you
can generate by following
https://github.com/numpy/numpy/blob/master/doc/source/dev/development_environment.rst#debugging -->

<!-- Full error message, if any (starting from line Traceback: ...) -->

### Numpy/Python version information:

<!-- Output from 'import sys, numpy; print(numpy.__version__, sys.version)' -->
```
1.15.4 3.7.1 (default, Oct 23 2018, 19:19:42) 
[GCC 7.3.0]
```",2018-12-09 03:26:25,,Adding the `erf` special function to numpy?,['01 - Enhancement']
12514,open,teoliphant,"https://github.com/numpy/numpy/blob/294867351296357a0bde5b16b2ec49fe86868d15/numpy/core/include/numpy/ndarraytypes.h#L444-L554

I believe that most of the functions in this list should be replaced by generalized ufuncs and this list of function pointers shrunk. 

In theory, the PyArray_Descr structure could then become a meta-type in Python parlance (""inheriting"" from  PyHeapTypeObject ala https://stackoverflow.com/questions/1237266/how-can-inheritance-be-modelled-using-c) and adding remaining fields needed by NumPy.   All dtypes would then be ""real"" Python types --- but we don't need these extra functions.  

In particular, the following functions should be (generalized) ufuncs --- others can likely be as well with a bit more thought.

* cast -> becomes several cast_to_<type> functions 
* `argmax`, `argmin` (#12516)
* dotfunc
* `sort`, `argsort` (#12517)
  * sortfunc --> several sortfuncs for each type of sort
  * argsortfunc --> several argsortfuncs for each type
* fastclipfunc (#12519)
* nonzero

This kind of refactor would break the ABI and I would suggest including only in a major release.  It would be facilitated by an improved ufunc dispatching system for NumPy as well.
",2018-12-08 22:27:34,,ENH: Convert PyArray_Functions to generalized ufuncs,"['01 - Enhancement', '23 - Wish List', 'component: numpy.dtype']"
12495,open,charris,"<!-- Please describe the issue in detail here, and fill in the fields below -->

The function needs a docstring, the logic is over complicated, ~and there is a `/` that should probably be a `//`~ (fixed). See the remarks at #12493.
",2018-12-06 01:20:09,,Clean up the `records.fromfile` function.,"['17 - Task', 'defunct — difficulty: Intermediate']"
12481,open,jakirkham,"It would be really useful for the community at large if NumPy devs proposed a way to make an array JSON serializable and provided builtin functions for performing this serialization/deserialization.

Have taken a quick look at what is out there and found several implementations (a few of these are listed below). Interestingly some people solve this problem by [just using Pandas]( https://stackoverflow.com/a/44752209 ), which only really works for 1-D or 2-D data. Some libraries include their own custom JSON encoders. Other libraries solve this by either providing a grab-bag of JSON solutions including something for NumPy or rolling their own.

While many of the discussions about encoding NumPy arrays as JSON often site that this will not be as performant as binary storage, there are still a large number of implementations for storing NumPy arrays in JSON and people seeking them. Meaning that the use cases driving this serialization are not as much about compact storage, but revolve more around other things like cross-language support, web-friendliness, portability, readability, common tooling support, etc..

Most implementations seem to go the obvious route of turning a NumPy array into a nested list. Though a few base64 encode the entire array. However they vary somewhat on how they pack in the NumPy metadata. Usually this is an dictionary that includes both the metadata and the data as key-value pairs. Some of them include the shape while others do not. Similarly some of them specify whether the data is C ordered. All of them seem to specify dtype in a string. Also they may vary on how they handle non-JSON friendly types (e.g. datetime/timedelta, object, etc.). This data may be coerced to other JSON types (e.g. `None` to `null`) or they may be handled as base64 encoded strings.

Anyways it would be good to have some discussion about MVP functionality that NumPy can provide that gets the ball rolling around consolidating how we talk about NumPy arrays in JSON in the most basic cases. This should provide good context for feedback from the larger community on how to handle various other cases.

Implementations:

ref: http://docs.astropy.org/en/stable/api/astropy.utils.misc.JsonCustomEncoder.html
ref: https://bokeh.pydata.org/en/latest/docs/reference/core/json_encoder.html
ref: https://pythonhosted.org/monty/monty.html#monty.json.MontyEncoder
ref: https://json-tricks.readthedocs.io/en/latest/#numpy-arrays
ref: https://github.com/jsonpickle/jsonpickle#numpy-support

ref: ref: https://pandas.pydata.org/pandas-docs/stable/generated/pandas.read_json.html

Issues/Questions/Discussions/Blogs:

ref: https://bugs.python.org/issue18303
ref: https://discuss.mxnet.io/t/make-ndarray-json-serializable/1627/2
ref: http://acroz.github.io/2017/11/03/data-science-apis-flask/#jsonifying-numpy-values
ref: https://stackoverflow.com/questions/26646362/numpy-array-is-not-json-serializable
ref: https://stackoverflow.com/questions/43346300/convert-numpy-nd-array-to-json
ref: https://stackoverflow.com/questions/48310067/making-numpy-arrays-json-serializable",2018-12-04 06:56:09,,(Blessed) JSON serializable format,['unlabeled']
12476,open,jakirkham,"Currently one can create an `object`-type `ndarray` and coerced to `bytes`. However what one gets is effectively the pointers from that `object` array. It's unclear how useful this is. Should it be allowed or should it error?

FWIW `memoryview`s also support this same behavior the same way. Though it is equally questionable in that case whether they are useful either.

Thoughts?

### Reproducing code example:

```python
In [1]: import numpy as np

In [2]: a = np.asarray([None])

In [3]: a.tobytes()
Out[3]: b'\xf8\xc8\xb3\x06\x01\x00\x00\x00'
```

### Numpy/Python version information:

```python
In [1]: import sys, numpy; print(numpy.__version__, sys.version)
1.15.1 3.6.6 | packaged by conda-forge | (default, Jul 26 2018, 09:55:02) 
[GCC 4.2.1 Compatible Apple LLVM 6.1.0 (clang-602.0.53)]
```",2018-12-02 22:36:38,,Should tobytes work on object arrays,['triaged']
12472,open,mattip,"In working on mamtul, it became apparent that the `numpy/core/src/common/python_xerbla.c` error handler, which should be registered when linking with OpenBLAS, is not being called. This should be used as it turns the default ""print to stderr"" to ""raise a nice Python exception"" when input to one of the blas routines is malformed.",2018-12-01 21:49:32,,ENH: Make sure the _xerbla error callback is being used by blas functions,"['01 - Enhancement', 'component: numpy.ufunc']"
12461,open,WarrenWeckesser,"Here's an example, using numpy 1.15.4:
```
In [91]: mx = np.ma.masked_array([[1.0, 2, 4, np.inf], [np.nan, 1, 4, 16]], mask
    ...: =[[0, 0, 0, 1], [0, 0, 0, 0]])

In [92]: mx
Out[92]: 
masked_array(
  data=[[1.0, 2.0, 4.0, --],
        [nan, 1.0, 4.0, 16.0]],
  mask=[[False, False, False,  True],
        [False, False, False, False]],
  fill_value=1e+20)
```
Compute the standard deviation of each row separately:
```

In [93]: np.std(mx[0])
Out[93]: 1.247219128924647

In [94]: np.std(mx[1])
Out[94]: masked
```
Compute the standard deviation of each row in one call, using `axis=1`:
```
In [95]: result = np.std(mx, axis=1)

In [96]: result
Out[96]: 
masked_array(data=[1.247219128924647, 0.0],
             mask=[False, False],
       fill_value=1e+20)
```
`result[1]` is not masked, and the value is 0.0.  That is not correct.  For consistency with the operations on the individual rows, I expect `result[1]` to be masked.  If, for some reason, the result should not be masked, than the result should be consistent with `np.std(mx[1].data)`, which returns `nan`:
```
In [97]: np.std(mx[1].data)
Out[97]: nan
```
(And that's what I would prefer the value `result[1]` to be; the masked array code seems to convert nan's to masked values unexpectedly.  But I don't think that is something that can be changed at this point.)

If `mx` does not contain `nan`, then `std` works as expected:

```
In [102]: mx[1, 0] = 0.0

In [103]: mx
Out[103]: 
masked_array(
  data=[[1.0, 2.0, 4.0, --],
        [0.0, 1.0, 4.0, 16.0]],
  mask=[[False, False, False,  True],
        [False, False, False, False]],
  fill_value=1e+20)

In [104]: np.std(mx, axis=1)
Out[104]: 
masked_array(data=[1.247219128924647, 6.378675411086537],
             mask=[False, False],
       fill_value=1e+20)

In [105]: np.std(mx[1])
Out[105]: 6.378675411086537
```",2018-11-28 17:46:14,,BUG: std with axis on masked array containing nan returns incorrect result.,"['00 - Bug', 'component: numpy.ma']"
12444,open,hideyukiinada,"<!-- Please describe the issue in detail here, and fill in the fields below -->
In np.place(), if you specify a numpy array with the int64 data type for the arr argument and pass a single element Python list with a floating number for the vals argument, it casts the float to an int without a warning.  However, if you pass a single element numpy array with a floating number for the vals argument, it throws an exception due to a data type mismatch.
Allowing a silent cast for the former case seems dangerous as the user may not even notice that  replacement is not happening in a case like below:

\>\>\> ar
array([1, 0])
\>\>\> ar.dtype
dtype('int64')
\>\>\> np.place(ar, ar==0, [0.5])
\>\>\> ar
array([1, 0])
\>\>\> np.place(ar, ar==0, np.array([0.5])) 
This throws \:
TypeError: Cannot cast array data from dtype('float64') to dtype('int64') according to the rule 'safe'

### Reproducing code example:

<!-- A short code example that reproduces the problem/missing feature. It should be
self-contained, i.e., possible to run as-is via 'python myproblem.py' -->

```python
import numpy as np
ar = np.array([1, 0])
ar.dtype
np.place(ar, ar==0, [0.5])
ar
np.place(ar, ar==0, np.array([0.5]))
```

<!-- Remove these sections for a feature request -->

### Error message:

<!-- If you are reporting a segfault please include a GDB traceback, which you
can generate by following
https://github.com/numpy/numpy/blob/master/doc/source/dev/development_environment.rst#debugging -->

<!-- Full error message, if any (starting from line Traceback: ...) -->

### Numpy/Python version information:

<!-- Output from 'import sys, numpy; print(numpy.__version__, sys.version)' -->
1.14.5 3.6.5 (v3.6.5:f59c0932b4, Mar 28 2018, 05:52:31) 
[GCC 4.2.1 Compatible Apple LLVM 6.0 (clang-600.0.57)]
",2018-11-24 20:40:37,,Inconsistent cast behavior of np.place when arr is int64 and vals is float,['unlabeled']
12435,open,laborleben,"numpy.histogram() raises IndexError when using `bins='auto'`.
The issue is originating from floating point precision error when calculating the histogram bin number.
When using `bins='auto'`, sometimes the number of histogram bins (`n_equal_bins`) can be quite high  and the attributes `first_edge` & `last_edge` are of type `numpy.float32`.
See:
https://github.com/numpy/numpy/blob/4f1541e1cb68beb3049a21cbdec6e3d30c2afbbb/numpy/lib/histograms.py#L726 https://github.com/numpy/numpy/blob/4f1541e1cb68beb3049a21cbdec6e3d30c2afbbb/numpy/lib/histograms.py#L750 https://github.com/numpy/numpy/blob/4f1541e1cb68beb3049a21cbdec6e3d30c2afbbb/numpy/lib/histograms.py#L338
The calculation of the bin number is wrong due to the limited floating point precision (numpy.float32):
https://github.com/numpy/numpy/blob/4f1541e1cb68beb3049a21cbdec6e3d30c2afbbb/numpy/lib/histograms.py#L784
This will result in an IndexError:
https://github.com/numpy/numpy/blob/4f1541e1cb68beb3049a21cbdec6e3d30c2afbbb/numpy/lib/histograms.py#L790

### Reproducing code example:

```python
import numpy as np
np.random.seed(0)
valmin, valmax = -2013.0254, 1754.6786
vals = [valmin, valmax]
vals = np.r_[vals, np.random.normal(0.0, 0.001, 100001)]
np.histogram(vals.astype(np.float32), bins='auto')
# IndexError: index 65153184 is out of bounds for axis 0 with size 65153184
```

### Numpy/Python version information:

('1.15.4', '2.7.15 |Anaconda, Inc.| (default, Oct 10 2018, 21:32:13) \n[GCC 7.3.0]')

",2018-11-21 16:34:13,,BUG: numpy.histogram() raises IndexError and misses consistency checks,"['00 - Bug', '06 - Regression', 'component: numpy.lib']"
12433,open,mattip,"`nditer` has a per-operand flag `contig` but it must be used with the global `buffered` flag:
``` 
>>> a = np.arange(6, dtype='i4')[::2]
>>> it = np.nditer(a, [], [['writeonly', 'contig']])
TypeError: Iterator operand required buffering, to be contiguous \
     as requested, but buffering is not enabled
```
The non-buffered contiguous case could be handled by either
- Use writebackoncopy semantics to create a copy of the operand before iterating, and write back the results when the iterator is finished
- At each iteration, create a local contiguous copy of the relevant data, and write it back at the beginning of each step. Write the final piece back when the iterator is finished.

The first method would be easier, but the second could allocate a smaller copy. This would be useful in, for instance, `linalg` and `matmul` ufuncs.

I admit I do not understand how the buffers work. Perhaps that could also provide what I am looking for, but the interface is not very well documented and the examples in the documentation and tests are not very helpful to me.",2018-11-21 05:45:58,,"ENH: support contig iter op flag without buffering in nditer, or improve buffer usability","['01 - Enhancement', '23 - Wish List', '04 - Documentation', 'component: numpy.ufunc']"
12432,open,eric-wieser,"Caused by `dtype.descr` being broken by design, and `__array_interface__` being broken by association.

cc @ahaldane 

```python
>>> dt = np.dtype(dict(
            formats=['<i4', '<i4'],
            names=['a', 'b'],
            offsets=[0, 2],
            itemsize=6
        ))
>>> a = np.zeros(10, dt)
>>> np.lib.index_tricks.as_strided(a)
TypeError: data type not understood

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File ""<pyshell#132>"", line 1, in <module>
    np.lib.index_tricks.as_strided(a)
  File ""C:\Users\wiese\AppData\Roaming\Python\Python35\site-packages\numpy\lib\stride_tricks.py"", line 102, in as_strided
    array = np.asarray(DummyArray(interface, base=x))
  File ""C:\Users\wiese\AppData\Roaming\Python\Python35\site-packages\numpy\core\numeric.py"", line 501, in asarray
    return array(a, dtype, copy=False, order=order)
SystemError: <built-in function array> returned a result with an error set
```",2018-11-21 03:25:29,,as_strided fails on dtypes with overlapping fields,"['00 - Bug', 'component: numpy._core', 'component: numpy.dtype']"
12427,open,abaxi,"If I make a sparse matrix, pick out one row from it, call to todense() on the row, and finally call np.roll(row, 1), then the row isn't rolled.

If I define row_np = np.array(row), and then call np.roll(row_np, 1), then it rolls. 

Is this behaviour how it is intended (and I'm missing some underlying logic), or is it a bug?

Should this be posted in the scipy issues instead?

Thank you.

### Reproducing code example:
```python
import numpy as np
from scipy.sparse import csr_matrix

nrows = 3
ncols = 5
sparse_data = [1,2,3]
sparse_i = [0,1,2]
sparse_j = [0,2,4]
Y = csr_matrix((sparse_data, (sparse_i, sparse_j)), shape=(nrows, ncols))

y_0 = Y[0].todense()
print ""y_0:"", y_0
print ""y_0 rolled by 1:"", np.roll(y_0, 1)
y_0 = np.array(y_0)
print ""np.array(y_0) rolled by 1:"", np.roll(y_0, 1)

```

<!-- Remove these sections for a feature request -->

### Outputs:

y_0: [[1 0 0 0 0]]
y_0 rolled by 1: [[1 0 0 0 0]]
np.array(y_0) rolled by 1: [[0 1 0 0 0]]

### Numpy/Python version information:

Output from 'import sys, numpy; print(numpy.__version__, sys.version)' 

('1.15.1', '2.7.12 (default, Nov 12 2018, 14:36:49) \n[GCC 5.4.0 20160609]')


import sys, scipy; print(scipy.__version__, sys.version)
('0.17.0', '2.7.12 (default, Nov 12 2018, 14:36:49) \n[GCC 5.4.0 20160609]')",2018-11-20 17:20:23,,BUG: Sparse matrix todense doesn't roll (np.roll),"['00 - Bug', 'component: numpy.matrixlib']"
12426,open,Doom312,"When I try to read strings from file to numpy array Python crashes.

### Reproducing code example:

```python
import sys
print(sys.platform)
print(sys.version)

import numpy as np
print(np.version.full_version)

np.fromfile('data\\foo.txt', dtype='str')
```
```python
win32
3.7.1 (default, Oct 28 2018, 08:39:03) [MSC v.1912 64 bit (AMD64)]
1.15.4
```

The file contains:
```
[data\foo.txt content -- this line is not there]
dsadas
asdasdads
asdasda
dasdasda
```

<!-- Remove these sections for a feature request -->

### Error message:

There is no error message just the Python has stopped working window:
![image](https://user-images.githubusercontent.com/35496930/48771242-247fd200-ecc1-11e8-88ba-78a4969a1697.png)

---

Summary by @seberg:

As noted below, this is now working, but gives a strange `ValueError`(for 'S' dtype without a size).",2018-11-20 11:39:57,,`np.fromfile()` raises non-helpful error when reading non-numerical text,"['00 - Bug', '15 - Discussion']"
12389,open,grlee77,"`numpy.roll` (and functions that use it such as `numpy.fft.fftshift`, `numpy.fft.ifftshift`) are inefficient when `shift=0` (or `axis=()`). In that case it would be possible to just return the input array rather than allocating a new empty array and then copying the old array into it. 

Obviously, the  downside to changing this would be potentially breaking existing code that relies on `numpy.roll` always returning a copy (although I don't see any guarantee to that effect in the docstring). 

I encountered this when using a ""centered FFT"" wrapper I had created for `numpy.fft.fftn` that had calls to `fftshift`/`ifftshift`, but where I sometimes passed `axes=()` when I wanted an uncentered FFT. I noticed that the uncentered case was not faster and this was due to this unecessary copy being made in `np.roll`.  It is not a big problem for me to avoid calling `fftshift` or `ifftshift` when the axes are empty in my centered FFT function, but thought this might be of more general interest.

If there is interest, I can make a PR with an implementation. If this is considered too much micro-optimization, feel free to close the issue.

### Reproducing code example:

```python
import numpy as np
r = np.empty((256, 256, 256))
%timeit np.roll(r, (), axis=())
```
`54.2 ms ± 3.78 ms per loop (mean ± std. dev. of 7 runs, 10 loops each)`

The time is reduced to 10-20 **microseconds** if a copy is not made.

",2018-11-14 21:42:57,,performance of numpy.roll with empty axes or zero shift(s),['unlabeled']
12370,open,anntzer,"datetime64 and timedelta64 are listed in https://docs.scipy.org/doc/numpy-1.15.0/reference/arrays.datetime.html, but perhaps they should get an entry in https://docs.scipy.org/doc/numpy-1.15.0/reference/arrays.scalars.html as well (being builtin types)?",2018-11-12 20:41:02,,"datetime64/timedelta64 not listed in ""builtin scalar types"" doc?","['04 - Documentation', 'component: numpy.datetime64']"
12368,open,liwt31,"As we are considering replacing mergesort with another algorithm in hope of improving performance for nearly sorted data #12186 , maybe we should include benchmark for mergesort in the benchmark suite, which currently only takes care of quicksort.
As I see it, there are two ways to do this:
* Simply add 2 benchmark functions on random data and nearly sorted data for mergesort.
* Separate sorting algorithm benchmark from `bench_function_base.py` to a new file and construct a systematic benchmark framework for sorting algorithms. This can provide a useful tool for future optimizations, however it may introduce lots of unnecessary benchmark results.

Any advice or suggestions? Thank you all in advance.",2018-11-12 14:02:24,,BENCH: add benchmark suite for mergesort,['unlabeled']
